"zybook_identifier","chapter_number","chapter_title","section_number","section_title","classification","target_week_topic","reason","prerequisite_dependency"
"SWOSUCOMSC3013EvertFall2026","7","7. RISC-V Labs","7.10","7.10 LAB: Nested procedures","OPTIONAL","Optional RISC-V practice","Useful enrichment, practice, or reference; not required of every student.","Weeks 4-6 ISA work and selected simulator."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.1","8.1 Introduction","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.2","8.2 Gates, truth tables, and logic equations","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.3","8.3 Combinational logic","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.4","8.4 Using a hardware description language","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.5","8.5 Constructing a basic arithmetic logic unit","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.6","8.6 Faster addition: Carry lookahead","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.7","8.7 Clocks","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.8","8.8 Memory elements: Flip-flops, latches, and registers","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.9","8.9 Memory elements: SRAMs and DRAMs","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.10","8.10 Finite-state machines","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.11","8.11 Timing methodologies","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.12","8.12 Field programmable devices","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.13","8.13 Concluding remarks","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","8","8. Appendix A","8.14","8.14 Exercises","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.1","9.1 Introduction","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.2","9.2 GPU system architectures","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.3","9.3 Programming GPUs","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.4","9.4 Multithreaded multiprocessor architecture","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.5","9.5 Parallel memory system","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.6","9.6 Floating point arithmetic","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.7","9.7 Real stuff: The NVIDIA GeForce 8800","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.8","9.8 Real stuff: Mapping applications to GPUs","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.9","9.9 Fallacies and pitfalls","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.10","9.10 Concluding remarks","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","9","9. Appendix B","9.11","9.11 Historical perspective and further reading","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","10","10. Appendix C","10.1","10.1 Introduction","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","10","10. Appendix C","10.2","10.2 Implementing combinational control units","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","10","10. Appendix C","10.3","10.3 Implementing finite-state machine control","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","10","10. Appendix C","10.4","10.4 Implementing the next-state function with a sequencer","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","10","10. Appendix C","10.5","10.5 Translating a microprogram to hardware","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","10","10. Appendix C","10.6","10.6 Concluding remarks","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","10","10. Appendix C","10.7","10.7 Exercises","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","11","11. Appendix D","11.1","11.1 Introduction","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","11","11. Appendix D","11.2","11.2 A survey of RISC architectures for desktop, server, and embedded computers","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","11","11. Appendix D","11.3","11.3 The Intel 80x86","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","11","11. Appendix D","11.4","11.4 The VAX architecture","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","11","11. Appendix D","11.5","11.5 The IBM 360/370 architecture for mainframe computers","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
"SWOSUCOMSC3013EvertFall2026","11","11. Appendix D","11.6","11.6 Historical perspective and references","UNUSED","Reference only","Outside the Fall 2026 required path or better served by instructor-created systems investigation.","Only when a related investigation requires it."
